
       1	   1	 190	 105	 172	 228
       1	   1	 189	 107	 167	 235
       1	   1	 194	 104	 168	 230
       1	   1	 193	 105	 174	 227
       1	   1	 194	 109	 182	 225
       1	   1	 193	 114	 194	 219
       1	   1	 194	 122	 200	 218
       1	   1	 191	 122	 189	 224
       1	   1	 194	 122	 180	 236
       1	   1	 190	 127	 176	 241
       1	   1	 190	 125	 171	 244
       1	   1	 186	 130	 171	 242
       1	   1	 192	 131	 175	 241
       1	   1	 187	 131	 172	 244
       1	   1	 189	  93	 176	 210
       1	   1	 182	  96	 168	 220
       1	   1	 179	  96	 160	 226
       1	   1	 178	  94	 158	 225
       1	   1	 182	  98	 166	 226
       1	   1	 186	  99	 174	 220
       1	   1	 183	  98	 181	 211
       1	   1	 186	  98	 178	 215
       1	   1	 187	  97	 175	 216
       1	   1	 176	 101	 170	 226
       1	   1	 176	  93	 149	 229
       1	   1	 174	  93	 147	 231
       1	   1	 169	 104	 158	 236
       1	   1	 165	 114	 160	 244
       1	   1	 183	  97	 184	 206
       1	   1	 194	  91	 179	 204
       1	   1	 193	  93	 177	 208
       1	   1	 197	  90	 173	 206
       1	   1	 194	  88	 173	 204
       1	   1	 201	  83	 170	 194
       1	   1	 204	  86	 170	 198
       1	   1	 197	  93	 180	 205
       1	   1	 188	 101	 179	 218
       1	   1	 190	  88	 158	 216
       1	   1	 187	  88	 152	 221
       1	   1	 184	  88	 151	 221
       1	   1	 172	  95	 154	 228
       1	   1	 178	  98	 154	 233
       1	   1	 181	  99	 168	 225
       1	   1	 188	  87	 159	 213
       1	   1	 184	  87	 160	 213
       1	   1	 180	  87	 154	 217
       1	   1	 182	  87	 151	 220
       1	   1	 186	  88	 153	 220
       1	   1	 184	  90	 153	 222
       1	   1	 175	  92	 150	 227
       1	   1	 171	  89	 143	 229
       1	   1	 169	  88	 141	 229
       1	   1	 173	  87	 143	 226
       1	   1	 178	  89	 146	 227
       1	   1	 176	  92	 146	 231
       1	   1	 178	  85	 143	 225
       1	   1	 186	  93	 154	 226
       1	   1	 190	  85	 154	 214
       1	   1	 188	  87	 156	 216
       1	   1	 176	  85	 151	 214
       1	   1	 186	  79	 149	 209
       1	   1	 193	  80	 153	 206
       1	   1	 185	  86	 154	 217
       1	   1	 179	  93	 148	 231
       1	   1	 176	  90	 146	 229
       1	   1	 177	  90	 147	 228
       1	   1	 176	  89	 143	 230
       1	   1	 174	  87	 141	 229
       1	   1	 169	  88	 139	 232
       1	   1	 171	  86	 137	 230
       1	   1	 175	 104	 162	 234
       1	   1	 182	 106	 162	 238
       1	   1	 175	 111	 163	 240
       1	   1	 167	 110	 163	 240
       1	   1	 175	 101	 158	 236
       1	   1	 172	 108	 163	 240
       1	   1	 174	 106	 162	 238
       1	   1	 175	 108	 160	 241
       1	   1	 173	 103	 160	 235
       1	   1	 170	  99	 151	 236
       1	   1	 159	 101	 144	 242
       1	   1	 157	  94	 137	 239
       1	   1	 162	  91	 137	 236
       1	   1	 162	  92	 136	 239
       1	   1	 175	 112	 166	 242
       1	   1	 168	 122	 162	 247
       1	   1	 169	 125	 151	 252
       1	   1	 164	 125	 157	 248
       1	   1	 177	 118	 161	 248
       1	   1	 187	 109	 164	 239
       1	   1	 188	  97	 165	 224
       1	   1	 185	  95	 166	 221
       1	   1	 189	  90	 153	 222
       1	   1	 178	  89	 145	 229
       1	   1	 168	  91	 141	 233
       1	   1	 165	  90	 136	 236
       1	   1	 170	  90	 140	 233
       1	   1	 177	  89	 142	 230
       2	   2	 163	  24	 191	   9
       2	   2	 185	  21	 188	   4
       2	   2	 186	  22	 190	   5
       2	   2	 181	  18	 177	   9
       2	   2	 165	  21	 181	   9
       2	   2	 154	  25	 195	   6
       2	   2	 148	  27	 202	   6
       2	   2	 149	  26	 195	   9
       2	   2	 179	  19	 180	   6
       2	   2	 209	  17	 173	  11
       2	   2	 191	  14	 160	  13
       2	   2	 175	  19	 176	  10
       2	   2	 151	  26	 198	   6
       2	   2	 149	  27	 201	   6
       2	   2	 161	  23	 191	   7
       2	   2	 145	  28	 198	  12
       2	   2	 135	  31	 210	   8
       2	   2	 141	  28	 202	   8
       2	   2	 155	  25	 194	   6
       2	   2	 180	  21	 188	   4
       2	   2	 201	  12	 152	  16
       2	   2	 189	  15	 156	  20
       2	   2	 156	  23	 186	  10
       2	   2	 159	  23	 190	   8
       2	   2	 162	  23	 192	   5
       2	   2	 156	  26	 201	   4
       2	   2	 152	  27	 205	   4
       2	   2	 143	  30	 207	   9
       2	   2	 149	  28	 207	   4
       2	   2	 184	  24	 199	   3
       2	   2	 189	  15	 161	  17
       2	   2	 208	   8	 133	  26
       2	   2	 194	  13	 156	  15
       2	   2	 192	  14	 159	  15
       2	   2	 194	  15	 168	  10
       2	   2	 184	  20	 184	   6
       2	   2	 181	  21	 188	   4
       2	   2	 179	  19	 178	   7
       2	   2	 173	  22	 190	   3
       2	   2	 184	  21	 190	   4
       2	   2	 171	  22	 193	   3
       2	   2	 187	  16	 167	  11
       2	   2	 186	  17	 173	   9
       2	   2	 178	  19	 174	  13
       2	   2	 175	  19	 179	   8
       2	   2	 154	  26	 199	   6
       2	   2	 136	  30	 203	  12
       2	   2	 134	  28	 190	  19
       2	   2	 143	  25	 181	  19
       2	   2	 138	  30	 204	  10
       2	   2	 158	  27	 206	   2
       2	   2	 175	  21	 187	   4
       2	   2	 158	  25	 201	   3
       2	   2	 139	  30	 209	   7
       2	   2	 154	  24	 186	  13
       2	   2	 145	  26	 193	  11
       2	   2	 146	  25	 181	  21
       2	   2	 126	  30	 195	  20
       2	   2	 126	  30	 192	  22
       2	   2	 128	  32	 210	  13
       2	   2	 148	  30	 214	   3
       2	   2	 135	  31	 211	   8
       2	   2	 102	  42	 227	  25
       2	   2	  86	  47	 231	  39
       2	   2	 141	  29	 206	   7
       2	   2	 164	  19	 170	  16
       2	   2	 164	  19	 171	  15
       2	   2	 136	  28	 194	  15
       2	   2	 117	  33	 199	  24
       2	   2	 125	  33	 207	  17
       2	   2	 180	  19	 183	   5
       2	   2	 146	  29	 210	   3
       2	   2	 100	  45	 235	  26
       2	   2	  86	  52	 237	  45
       2	   2	 138	  32	 219	   5
       2	   2	 196	  12	 150	  20
       2	   2	 186	  15	 156	  18
       2	   2	 149	  24	 183	  15
       2	   2	 118	  33	 198	  24
       2	   2	 117	  35	 211	  20
       2	   2	 220	   4	 109	  42
       2	   2	 183	  25	 202	   3
       2	   2	 159	  53	 246	  37
       2	   2	 166	  51	 241	  38
       2	   2	 159	  30	 217	   1
       2	   2	 180	  17	 172	  10
       2	   2	 202	  10	 144	  20
       2	   2	 173	  15	 145	  32
       2	   2	 139	  25	 181	  21
       2	   2	 138	  29	 199	  13
       2	   2	 211	  10	 147	  19
       2	   2	 229	  17	 166	  22
       2	   2	 196	  50	 227	  49
       2	   2	 223	  30	 198	  25
       2	   2	 184	  20	 184	   6
       2	   2	 184	  17	 174	   8
       2	   2	 190	  15	 166	  11
       2	   2	 177	  14	 149	  25
       2	   2	 154	  21	 171	  19
       2	   2	 168	  22	 191	   4
       2	   2	 228	   6	 123	  35
       2	   2	 232	  10	 126	  43
       2	   2	 239	  12	 141	  33
       2	   2	 210	   7	 125	  33
       2	   2	 183	  16	 160	  19
       2	   2	 186	  15	 164	  13
       2	   2	 199	  10	 143	  20
       2	   2	 204	   5	 111	  42
       2	   2	 195	   7	 114	  42
       2	   2	 211	   8	 138	  21
       3	   3	 130	 206	  24	  69
       3	   3	 182	 238	  53	  29
       3	   3	 174	 222	  88	  31
       3	   3	 185	 238	  62	  28
       3	   3	 170	 235	  29	  43
       3	   3	 161	 229	  26	  48
       3	   3	 173	 235	  40	  32
       3	   3	 161	 229	  27	  47
       3	   3	 147	 219	  23	  58
       3	   3	 166	 232	  28	  41
       3	   3	 166	 231	  37	  37
       3	   3	 155	 224	  28	  48
       3	   3	 141	 215	  19	  71
       3	   3	 137	 211	  21	  73
       3	   3	 147	 219	  23	  56
       3	   3	 154	 224	  24	  52
       3	   3	 185	 238	  61	  29
       3	   3	 187	 239	  62	  28
       3	   3	 181	 242	  32	  43
       3	   3	 145	 217	  17	  73
       3	   3	 119	 196	  24	  96
       3	   3	 158	 227	  26	  50
       3	   3	 178	 232	  62	  29
       3	   3	 160	 228	  26	  50
       3	   3	 156	 224	  34	  41
       3	   3	 169	 231	  44	  31
       3	   3	 178	 235	  52	  29
       3	   3	 162	 230	  27	  46
       3	   3	 120	 195	  30	  80
       3	   3	 113	 191	  27	  95
       3	   3	 168	 217	  91	  34
       3	   3	 175	 229	  67	  29
       3	   3	 165	 217	  84	  31
       3	   3	 180	 234	  64	  26
       3	   3	 183	 232	  76	  29
       3	   3	 189	 241	  58	  32
       3	   3	 151	 219	  42	  36
       3	   3	 131	 205	  34	  58
       3	   3	 109	 186	  32	  92
       3	   3	 148	 216	  43	  40
       3	   3	 164	 227	  48	  29
       3	   3	 151	 218	  41	  39
       3	   3	 148	 218	  33	  45
       3	   3	 130	 206	  24	  70
       3	   3	 128	 204	  22	  78
       3	   3	 183	 218	 115	  51
       3	   3	 174	 238	  26	  52
       3	   3	 170	 235	  23	  56
       3	   3	 135	 209	  21	  74
       3	   3	 172	 218	  97	  38
       3	   3	 134	 167	 159	  86
       3	   3	 149	 220	  20	  65
       3	   3	 126	 201	  31	  70
       3	   3	 134	 208	  25	  70
       3	   3	 110	 188	  29	  94
       3	   3	 140	 212	  29	  57
       3	   3	 154	 223	  32	  47
       3	   3	 142	 213	  32	  50
       3	   3	 137	 211	  22	  64
       3	   3	 170	 236	  27	  42
       3	   3	 180	 213	 123	  55
       3	   3	 194	 244	  59	  37
       3	   3	  97	 175	  38	 104
       3	   3	 111	 188	  35	  84
       3	   3	 157	 225	  34	  40
       3	   3	 171	 223	  80	  28
       3	   3	 157	 225	  29	  47
       3	   3	  49	 126	  82	 146
       3	   3	  40	 116	  93	 153
       3	   3	  96	 175	  38	 103
       3	   3	 163	 231	  28	  44
       3	   3	 123	 199	  24	  85
       3	   3	 111	 189	  28	  92
       3	   3	 147	 219	  22	  59
       3	   3	 196	 249	  45	  41
       3	   3	 179	 211	 126	  57
       3	   3	 182	 218	 113	  47
       3	   3	 176	 237	  34	  42
       3	   3	 158	 227	  24	  48
       3	   3	 175	 231	  59	  26
       3	   3	 180	 234	  62	  27
       3	   3	 173	 229	  64	  26
       3	   3	 132	 207	  24	  70
       3	   3	 135	 210	  23	  68
       3	   3	 150	 221	  23	  58
       3	   3	 116	 194	  25	  90
       3	   3	 110	 188	  28	  97
       3	   3	 148	 220	  20	  63
       3	   3	 190	 223	 114	  54
       3	   3	 202	 229	 111	  68
       3	   3	 158	 227	  21	  61
       3	   3	 134	 208	  26	  65
       3	   3	 153	 221	  39	  36
       3	   3	 165	 228	  44	  34
       3	   3	 169	 234	  31	  41
       3	   3	 178	 210	 125	  60
       3	   3	 189	 227	 101	  44
       3	   3	 165	 231	  27	  48
       3	   3	 125	 201	  22	  83
       3	   3	 116	 193	  28	  86
       3	   3	 120	 197	  27	  80
       3	   3	 115	 193	  28	  86
       3	   3	 168	 233	  29	  44
       3	   3	 172	 195	 151	  76
       3	   3	 183	 206	 142	  73
       3	   3	 122	 198	  23	  87
       3	   3	 150	 221	  24	  56
       3	   3	 152	 222	  26	  52
       3	   3	 143	 215	  32	  51
       3	   3	 117	 195	  26	  87
       3	   3	 163	 231	  26	  44
       3	   3	 186	 231	  85	  32
       3	   3	 192	 245	  51	  36
       3	   3	 178	 239	  35	  41
       3	   3	 163	 225	  45	  39
       3	   3	 155	 223	  30	  47
       3	   3	 169	 232	  39	  37
       3	   3	 191	 241	  63	  31
       3	   3	 185	 216	 122	  56
       3	   3	 209	 250	  65	  50
       4	   4	 164	 153	 212	 129
       4	   4	 169	 158	 208	 128
       4	   4	 169	 158	 208	 131
       4	   4	 175	 161	 209	 133
       4	   4	 167	 160	 204	 128
       4	   4	 175	 159	 211	 139
       4	   4	 183	 160	 216	 144
       4	   4	 180	 160	 215	 142
       4	   4	 180	 154	 222	 142
       4	   4	 171	 149	 222	 139
       4	   4	 165	 145	 223	 137
       4	   4	 159	 144	 220	 131
       4	   4	 170	 157	 210	 129
       4	   4	 169	 155	 214	 134
       4	   4	 158	 147	 215	 131
       4	   4	 158	 146	 217	 131
       4	   4	 174	 151	 223	 139
       4	   4	 166	 146	 223	 139
       4	   4	 167	 135	 234	 140
       4	   4	 170	 132	 237	 141
       4	   4	 166	 142	 228	 139
       4	   4	 162	 146	 219	 133
       4	   4	 168	 148	 221	 136
       4	   4	 159	 143	 221	 132
       4	   4	 173	 151	 222	 142
       4	   4	 183	 148	 228	 149
       4	   4	 164	 142	 226	 141
       4	   4	 153	 137	 223	 131
       4	   4	 163	 148	 218	 135
       4	   4	 181	 156	 220	 144
       4	   4	 175	 147	 226	 145
       4	   4	 164	 131	 236	 138
       4	   4	 160	 135	 231	 136
       4	   4	 157	 141	 223	 131
       4	   4	 153	 144	 216	 126
       4	   4	 147	 140	 216	 125
       4	   4	 170	 151	 218	 139
       4	   4	 175	 148	 225	 143
       4	   4	 155	 140	 223	 135
       4	   4	 151	 138	 222	 132
       4	   4	 163	 139	 229	 139
       4	   4	 165	 141	 228	 139
       4	   4	 151	 137	 223	 132
       4	   4	 139	 130	 223	 130
       4	   4	 146	 131	 226	 128
       4	   4	 152	 137	 223	 132
       4	   4	 157	 142	 222	 132
       4	   4	 163	 147	 218	 132
       4	   4	 172	 149	 222	 141
       4	   4	 154	 142	 218	 131
       4	   4	 161	 145	 220	 133
       4	   4	 174	 149	 223	 145
       4	   4	 196	 147	 231	 161
       4	   4	 185	 149	 227	 154
       4	   4	 180	 148	 227	 148
       4	   4	 170	 142	 228	 141
       4	   4	 157	 137	 228	 135
       4	   4	 144	 133	 223	 128
       4	   4	 146	 134	 224	 129
       4	   4	 145	 132	 226	 130
       4	   4	 145	 142	 212	 123
       4	   4	 136	 137	 212	 122
       4	   4	 139	 130	 222	 125
       4	   4	 157	 136	 227	 138
       4	   4	 195	 139	 234	 159
       4	   4	 201	 134	 234	 162
       4	   4	 191	 124	 239	 148
       4	   4	 184	 119	 244	 139
       4	   4	 160	 119	 242	 132
       4	   4	 142	 124	 231	 129
       4	   4	 131	 123	 225	 126
       4	   4	 125	 116	 227	 126
       5	   5	 178	 111	 246	 141
       5	   5	 182	  96	 244	 133
       5	   5	 191	 109	 241	 144
       5	   5	 187	 107	 247	 134
       5	   5	 171	 101	 247	 130
       5	   5	 173	  97	 247	 130
       5	   5	 179	 101	 244	 139
       5	   5	 197	 120	 241	 152
       5	   5	 207	 139	 232	 176
       5	   5	 180	 109	 246	 141
       5	   5	 181	  96	 247	 125
       5	   5	 189	 106	 246	 135
       5	   5	 190	 111	 244	 144
       5	   5	 190	 106	 241	 147
       5	   5	 188	  96	 242	 135
       5	   5	 180	  91	 245	 123
       5	   5	 177	  95	 250	 120
       5	   5	 193	 110	 244	 141
       5	   5	 189	 118	 242	 152
       5	   5	 172	  99	 249	 126
       5	   5	 176	 105	 249	 131
       5	   5	 187	 107	 248	 134
       5	   5	 178	 100	 247	 130
       5	   5	 175	 105	 246	 138
       5	   5	 177	  98	 249	 125
       5	   5	 180	 116	 245	 144
       5	   5	 194	 146	 232	 163
       5	   5	 176	 106	 246	 137
       5	   5	 177	  94	 250	 118
       5	   5	 191	 115	 243	 148
       5	   5	 190	 117	 242	 150
       5	   5	 182	 113	 241	 151
       5	   5	 171	  97	 247	 129
       5	   5	 153	  90	 250	 117
       5	   5	 176	 107	 248	 134
       5	   5	 190	 138	 237	 157
       5	   5	 167	 107	 248	 131
       5	   5	 173	  99	 251	 123
       5	   5	 182	 108	 249	 132
       5	   5	 181	 101	 249	 127
       5	   5	 174	 105	 246	 137
       5	   5	 172	  94	 249	 122
       5	   5	 155	  91	 250	 118
       5	   5	 175	 102	 249	 129
       5	   5	 178	 116	 242	 146
       5	   5	 180	 100	 248	 128
       5	   5	 164	  96	 247	 128
       5	   5	 168	  98	 249	 123
       5	   5	 168	  98	 251	 119
       5	   5	 161	  94	 252	 113
       5	   5	 167	  90	 251	 111
       5	   5	 161	  92	 249	 120
       5	   5	 174	 105	 248	 131
       5	   5	 177	 128	 241	 149
       5	   5	 187	  91	 241	 127
       5	   5	 162	  79	 251	  96
       5	   5	 145	  85	 253	 104
       5	   5	 155	  83	 253	 101
       5	   5	 149	  89	 250	 115
       5	   5	 173	  88	 249	 115
       5	   5	 179	  93	 244	 128
       5	   5	 195	 125	 238	 161
       5	   5	 216	 164	 218	 183
       6	   6	 238	  11	  65	 119
       6	   6	 232	   8	  46	 130
       6	   6	 228	   7	  41	 134
       6	   6	 222	   5	  25	 146
       6	   6	 213	   4	  14	 155
       6	   6	 209	   4	  12	 158
       6	   6	 209	   5	  15	 156
       6	   6	 212	   4	  19	 151
       6	   6	 216	   3	  18	 147
       6	   6	 221	   2	  24	 139
       6	   6	 219	   3	  29	 136
       6	   6	 216	   2	  20	 143
       6	   6	 206	   4	  11	 158
       6	   6	 205	   4	  10	 160
       6	   6	 240	  14	  69	 121
       6	   6	 230	   7	  38	 136
       6	   6	 221	   6	  22	 153
       6	   6	 214	   6	  16	 160
